term	Estimate	Std. Error	t value	seed	offset
(Intercept)	2.30039877544884	0.166245825769387	13.8373325453591	1	1
phone_classaffricate	-0.306704199760907	0.310365775815472	-0.98820238460589	1	1
phone_classapproximant	0.588073371051614	0.310328794166122	1.89500098639514	1	1
phone_classdevoiced_fused	0.633315316218054	0.174277467848607	3.63394834705888	1	1
phone_classdevoiced_fused_geminate	0.839311323055891	0.180909902244945	4.63938851682919	1	1
phone_classdevoiced_high	0.899228731771756	0.333773541038759	2.69412826724733	1	1
phone_classdevoiced_nonhigh	0.836705416314526	0.109747917967963	7.6238841866574	1	1
phone_classflap	0.668687031718994	0.310657470263357	2.15248978610468	1	1
phone_classfricative	-0.00753149527983326	0.215176987526792	-0.0350013975304655	1	1
phone_classgeminate_affricate	-0.334246880583574	0.279759094066811	-1.19476681070375	1	1
phone_classgeminate_no_closure	1.71077048450059	0.232943110194957	7.34415576004283	1	1
phone_classgeminate_stop	0.0517275486061185	0.208024502066646	0.248660845680315	1	1
phone_classmoraic_nasal	0.378471738091578	0.406212721518186	0.931708235717169	1	1
phone_classmoraic_nasal_fused	0.741708501255468	0.232909063724171	3.18454116553341	1	1
phone_classnasal	0.634820217945731	0.252827162667928	2.51088613757662	1	1
phone_classother_rare	1.16760667012048	0.225748846972785	5.17214898670664	1	1
phone_classstop	0.117846371448362	0.200737649979504	0.587066608881763	1	1
phone_classvocalfry_fused	1.24535452276906	0.032727855142843	38.0518221354143	1	1
phone_classvowel_long	-0.0453198207229998	0.215091624035889	-0.210700072241948	1	1
boundary_typeonset	0.10381890010261	0.00873396234644284	11.8868041771319	1	1
stylesps	0.0398976032681773	0.0117542453481517	3.39431431678012	1	1
local_speech_rate	-0.0201824571110293	0.000556358561790892	-36.2759890780919	1	1
phone_classaffricate:boundary_typeonset	0.259453077604779	0.01369957265326	18.9387716078165	1	1
phone_classapproximant:boundary_typeonset	-0.423231072862241	0.0123506741081548	-34.2678520343106	1	1
phone_classdevoiced_fused:boundary_typeonset	0.154568613821134	0.0123529700483379	12.5126680641415	1	1
phone_classdevoiced_fused_geminate:boundary_typeonset	1.15859293337814	0.05071519337584	22.8450855898753	1	1
phone_classdevoiced_high:boundary_typeonset	-0.0656091969599052	0.0934906451923526	-0.701772854652113	1	1
phone_classdevoiced_nonhigh:boundary_typeonset	0.0291840654048812	0.118601067084826	0.246069163812904	1	1
phone_classflap:boundary_typeonset	-0.883064504879625	0.0123507000903683	-71.4991456693441	1	1
phone_classfricative:boundary_typeonset	0.224967208080504	0.0123520336311855	18.2129691998671	1	1
phone_classgeminate_affricate:boundary_typeonset	0.412359285093497	0.0550073025832991	7.49644621219246	1	1
phone_classgeminate_no_closure:boundary_typeonset	-0.942954708548201	0.103633661564671	-9.09892301701376	1	1
phone_classgeminate_stop:boundary_typeonset	0.532441028146545	0.0129608445812823	41.0807355035708	1	1
phone_classmoraic_nasal:boundary_typeonset	-0.174210134838951	0.0123506831896103	-14.1053035013886	1	1
phone_classmoraic_nasal_fused:boundary_typeonset	-0.399608059529626	0.017551792531405	-22.7673645762743	1	1
phone_classnasal:boundary_typeonset	-0.770399316745536	0.0123513505162631	-62.3736906932686	1	1
phone_classother_rare:boundary_typeonset	0.622556991351407	0.0995708924273019	6.25239943295621	1	1
phone_classstop:boundary_typeonset	0.184977269222683	0.0123520190199687	14.9754682958019	1	1
phone_classvocalfry_fused:boundary_typeonset	1.04186994169705	0.0399957647738488	26.0495066812242	1	1
phone_classvowel_long:boundary_typeonset	0.101588162348403	0.0123510498404053	8.22506294291409	1	1
phone_classaffricate:stylesps	-0.0404587890708928	0.0138036037552697	-2.93103089513469	1	1
phone_classapproximant:stylesps	-0.00672545802036197	0.0123679410624032	-0.543781538610852	1	1
phone_classdevoiced_fused:stylesps	-0.0656729077294275	0.0124379847575896	-5.28002799564088	1	1
phone_classdevoiced_fused_geminate:stylesps	-0.056283345002063	0.0532174752809515	-1.0576102061386	1	1
phone_classdevoiced_high:stylesps	0.0694977866214163	0.0936689845696389	0.741950891650242	1	1
phone_classdevoiced_nonhigh:stylesps	0.211303157296123	0.12052676368904	1.75316378560771	1	1
phone_classflap:stylesps	-0.00823420411816575	0.012366220411255	-0.665862635819708	1	1
phone_classfricative:stylesps	0.0417299822567883	0.0123821846776545	3.37016312897483	1	1
phone_classgeminate_affricate:stylesps	0.129380259110298	0.0575414769016745	2.24846955755724	1	1
phone_classgeminate_no_closure:stylesps	-0.18155877343338	0.103819474422359	-1.74879303178478	1	1
phone_classgeminate_stop:stylesps	0.0201887103662822	0.0133407756560646	1.51330858765356	1	1
phone_classmoraic_nasal:stylesps	0.0579591675660381	0.0123722570690221	4.68460744411441	1	1
phone_classmoraic_nasal_fused:stylesps	-0.0197901055773457	0.017731431788165	-1.1161030769413	1	1
phone_classnasal:stylesps	0.0231559086682567	0.0123927518785112	1.86850417851168	1	1
phone_classother_rare:stylesps	-0.180952281608474	0.149857144917315	-1.20749852606838	1	1
phone_classstop:stylesps	0.00699543797737714	0.0123818851403413	0.564973580201075	1	1
phone_classvocalfry_fused:stylesps	-0.0112355509430148	0.041170219280307	-0.272904811764972	1	1
phone_classvowel_long:stylesps	0.0846685051263173	0.0125102147397878	6.76794978243141	1	1
