term	Estimate	Std. Error	t value	seed	offset
(Intercept)	2.31483580980411	0.174381130943539	13.2745773426232	42	1
phone_classaffricate	-0.329064849632789	0.325614107767485	-1.01059764237171	42	1
phone_classapproximant	0.565799467891602	0.325578691656372	1.73782708264203	42	1
phone_classdevoiced_fused	0.617001856820576	0.182506700132614	3.38070797604826	42	1
phone_classdevoiced_fused_geminate	0.842636059921574	0.188872748983311	4.46139564578494	42	1
phone_classdevoiced_high	0.876603201185505	0.348170624550468	2.51774026690882	42	1
phone_classdevoiced_nonhigh	0.810666867374469	0.109727478274875	7.38800235018336	42	1
phone_classflap	0.647136399277743	0.325887403388614	1.98576684016856	42	1
phone_classfricative	-0.0315097398279264	0.225512053956087	-0.139725301930256	42	1
phone_classgeminate_affricate	-0.356321634116717	0.292722581546663	-1.2172673260601	42	1
phone_classgeminate_no_closure	1.68138076486118	0.24047192444889	6.99200444590172	42	1
phone_classgeminate_stop	0.0331855560084931	0.21797036898919	0.152248015004916	42	1
phone_classmoraic_nasal	0.355682764892927	0.426184553301875	0.834574510355353	42	1
phone_classmoraic_nasal_fused	0.720987530345937	0.243577473166959	2.95999265027164	42	1
phone_classnasal	0.545331970851991	0.266208932452523	2.04851116687923	42	1
phone_classother_rare	1.1511730014395	0.233040700751962	4.93979376874924	42	1
phone_classstop	0.123831430900861	0.211537599919176	0.585387330423409	42	1
phone_classvocalfry_fused	1.22888394040759	0.0327220825331971	37.5551873619555	42	1
phone_classvowel_long	-0.0765535413661091	0.224408862911726	-0.341134215346131	42	1
boundary_typeonset	0.0942455939315725	0.00873212638016845	10.7929718179084	42	1
stylesps	0.0330713261391608	0.0118431373207692	2.79244639688202	42	1
local_speech_rate	-0.0196378679134133	0.000555793706369687	-35.3330159884019	42	1
phone_classaffricate:boundary_typeonset	0.269026383775823	0.0136969505133088	19.6413342892946	42	1
phone_classapproximant:boundary_typeonset	-0.406467689511664	0.0123482671696513	-32.9169821098989	42	1
phone_classdevoiced_fused:boundary_typeonset	0.175325248523549	0.0123504040072019	14.1959120058997	42	1
phone_classdevoiced_fused_geminate:boundary_typeonset	1.16816623954918	0.0507060918087622	23.0379861251171	42	1
phone_classdevoiced_high:boundary_typeonset	-0.0560358907888622	0.093473928960834	-0.599481496197099	42	1
phone_classdevoiced_nonhigh:boundary_typeonset	0.0387573715759175	0.118579873499224	0.326846120106303	42	1
phone_classflap:boundary_typeonset	-0.866152822528196	0.0123485157140283	-70.1422618383373	42	1
phone_classfricative:boundary_typeonset	0.233827188607968	0.0123485449595914	18.9356065328448	42	1
phone_classgeminate_affricate:boundary_typeonset	0.421932591264536	0.054997438487875	7.67185896044154	42	1
phone_classgeminate_no_closure:boundary_typeonset	-0.933381402377165	0.103615137085661	-9.0081568063315	42	1
phone_classgeminate_stop:boundary_typeonset	0.542014334317541	0.0129583442663826	41.8274374546192	42	1
phone_classmoraic_nasal:boundary_typeonset	-0.157501590211531	0.0123480762428569	-12.7551520669175	42	1
phone_classmoraic_nasal_fused:boundary_typeonset	-0.390034753358593	0.0175485213980902	-22.2260750356461	42	1
phone_classnasal:boundary_typeonset	-0.750262132095205	0.0123491694954065	-60.7540557585092	42	1
phone_classother_rare:boundary_typeonset	0.632130297522446	0.0995530923008488	6.349680184842	42	1
phone_classstop:boundary_typeonset	0.184935302447077	0.01234982475025	14.9747309121397	42	1
phone_classvocalfry_fused:boundary_typeonset	1.05144324786808	0.039988564115249	26.2935984607442	42	1
phone_classvowel_long:boundary_typeonset	0.113031795657964	0.012348605678876	9.15340554207838	42	1
phone_classaffricate:stylesps	-0.032678570106241	0.0138014704385599	-2.3677600333759	42	1
phone_classapproximant:stylesps	-0.00221834365053374	0.0123653015488489	-0.179400691666937	42	1
phone_classdevoiced_fused:stylesps	-0.0314384634885825	0.0124370497737691	-2.52780716170238	42	1
phone_classdevoiced_fused_geminate:stylesps	-0.04434145318813	0.0532374127479037	-0.832900227479141	42	1
phone_classdevoiced_high:stylesps	0.0727656573914637	0.0936510214234952	0.776987333244485	42	1
phone_classdevoiced_nonhigh:stylesps	0.215541833802988	0.12050557065507	1.78864622300279	42	1
phone_classflap:stylesps	-0.00756246372514594	0.0123669517619011	-0.611505880409728	42	1
phone_classfricative:stylesps	0.0600750084918586	0.0123789955718679	4.85297923753873	42	1
phone_classgeminate_affricate:stylesps	0.134677142961478	0.0575397199095587	2.34059434375357	42	1
phone_classgeminate_no_closure:stylesps	-0.174611844264982	0.103800407379992	-1.6821884294323	42	1
phone_classgeminate_stop:stylesps	0.0292987125274192	0.0133371651953786	2.19677210998116	42	1
phone_classmoraic_nasal:stylesps	0.0652534123953338	0.0123682078882693	5.27589873850875	42	1
phone_classmoraic_nasal_fused:stylesps	-0.0121784511676163	0.017728460238204	-0.686943536211469	42	1
phone_classnasal:stylesps	0.0382619409683575	0.0123911149092917	3.08785296952303	42	1
phone_classother_rare:stylesps	-0.181141324063403	0.15040205936053	-1.20438061043558	42	1
phone_classstop:stylesps	0.025292114373071	0.012378998987633	2.04314697806654	42	1
phone_classvocalfry_fused:stylesps	-0.0094063668479255	0.0411611586713462	-0.228525317351516	42	1
phone_classvowel_long:stylesps	0.0795174705219575	0.0125071990741239	6.35773605670599	42	1
