term	Estimate	Std. Error	t value	seed	offset
(Intercept)	2.30713333738955	0.179173938315075	12.8765006735102	2	1
phone_classaffricate	-0.310039992782591	0.334597022411842	-0.926607148347469	2	1
phone_classapproximant	0.584288701194202	0.334562557361728	1.74642585769833	2	1
phone_classdevoiced_fused	0.635340958513902	0.187487949510322	3.38870290156395	2	1
phone_classdevoiced_fused_geminate	0.849324370300314	0.193675920869678	4.38528634063815	2	1
phone_classdevoiced_high	0.900230965677749	0.35669658452374	2.52380035227905	2	1
phone_classdevoiced_nonhigh	0.823224259839325	0.109772926959367	7.49933779340737	2	1
phone_classflap	0.654718657714036	0.334869369932036	1.95514644366225	2	1
phone_classfricative	-0.00915803836437352	0.231589522498745	-0.0395442689529409	2	1
phone_classgeminate_affricate	-0.338330739510644	0.300378231869669	-1.12634906133092	2	1
phone_classgeminate_no_closure	1.69407733684904	0.244972067954517	6.91538978706573	2	1
phone_classgeminate_stop	0.0563352876677281	0.223832797009987	0.251684687946845	2	1
phone_classmoraic_nasal	0.373826336724085	0.437949301009062	0.853583590298617	2	1
phone_classmoraic_nasal_fused	0.743676116250027	0.249863360026292	2.97633120827228	2	1
phone_classnasal	0.613538904636604	0.273962849476352	2.23949672668872	2	1
phone_classother_rare	1.16921625617161	0.237401544827812	4.92505748865133	2	1
phone_classstop	0.178217236921893	0.215729753637613	0.826113384532325	2	1
phone_classvocalfry_fused	1.2392754200286	0.032741422214267	37.8503845043294	2	1
phone_classvowel_long	-0.061739914504951	0.229873051386595	-0.268582655220068	2	1
boundary_typeonset	0.111335633903631	0.00873540422081025	12.7453327962085	2	1
stylesps	0.0319109074660455	0.0118076797590576	2.70255529597734	2	1
local_speech_rate	-0.0205459013607423	0.000555381522947176	-36.9942112076647	2	1
phone_classaffricate:boundary_typeonset	0.251936343803765	0.013702326397435	18.386391952459	2	1
phone_classapproximant:boundary_typeonset	-0.424506935057434	0.0123532413953164	-34.364011960325	2	1
phone_classdevoiced_fused:boundary_typeonset	0.152536622506705	0.0123552935665818	12.3458517342948	2	1
phone_classdevoiced_fused_geminate:boundary_typeonset	1.15107619957712	0.0507265440524384	22.6917922574658	2	1
phone_classdevoiced_high:boundary_typeonset	-0.0731259307609253	0.0935116879570961	-0.781997762616327	2	1
phone_classdevoiced_nonhigh:boundary_typeonset	0.0216673316038604	0.118627785390473	0.182649718466383	2	1
phone_classflap:boundary_typeonset	-0.885220383363548	0.01235336781076	-71.6582228364076	2	1
phone_classfricative:boundary_typeonset	0.209528118056327	0.0123540704883056	16.9602495189474	2	1
phone_classgeminate_affricate:boundary_typeonset	0.404842551292474	0.0550196286922385	7.35814764503463	2	1
phone_classgeminate_no_closure:boundary_typeonset	-0.950471442349219	0.103656997497539	-9.1693900585128	2	1
phone_classgeminate_stop:boundary_typeonset	0.524924294345729	0.0129634124561927	40.4927557554469	2	1
phone_classmoraic_nasal:boundary_typeonset	-0.181676623500212	0.0123529733651167	-14.7071169126977	2	1
phone_classmoraic_nasal_fused:boundary_typeonset	-0.407124793330625	0.0175554893229341	-23.1907402773881	2	1
phone_classnasal:boundary_typeonset	-0.766562792589635	0.0123538958214692	-62.0502879146404	2	1
phone_classother_rare:boundary_typeonset	0.61504025755039	0.0995933099535174	6.17551779168143	2	1
phone_classstop:boundary_typeonset	0.163863013837492	0.0123550182748822	13.2628710206465	2	1
phone_classvocalfry_fused:boundary_typeonset	1.03435320789602	0.0400046726763806	25.8558098016065	2	1
phone_classvowel_long:boundary_typeonset	0.0920969370859886	0.0123536191928565	7.45505714950675	2	1
phone_classaffricate:stylesps	-0.0317198240179304	0.0138082572265971	-2.29716346512089	2	1
phone_classapproximant:stylesps	0.0016165202062852	0.0123700561493739	0.130680102560975	2	1
phone_classdevoiced_fused:stylesps	-0.0430080090054216	0.0124462835595254	-3.45549005048232	2	1
phone_classdevoiced_fused_geminate:stylesps	-0.040546384839257	0.0532270626068616	-0.761762585674418	2	1
phone_classdevoiced_high:stylesps	0.0734168824073436	0.0936895310756441	0.783618847959304	2	1
phone_classdevoiced_nonhigh:stylesps	0.22281585207743	0.120555692246188	1.84823999535762	2	1
phone_classflap:stylesps	-0.00196186742241652	0.0123713283609679	-0.158581792122364	2	1
phone_classfricative:stylesps	0.0652111602817438	0.0123846432716582	5.26548555750309	2	1
phone_classgeminate_affricate:stylesps	0.138030264423696	0.0575678257586137	2.39769806493071	2	1
phone_classgeminate_no_closure:stylesps	-0.173778938695876	0.103842939715423	-1.67347861272138	2	1
phone_classgeminate_stop:stylesps	0.0304985004346306	0.0133426782286338	2.28578550063359	2	1
phone_classmoraic_nasal:stylesps	0.0682521582280075	0.0123743032997116	5.51563644230365	2	1
phone_classmoraic_nasal_fused:stylesps	-0.012898030193088	0.0177372375055579	-0.727172435338167	2	1
phone_classnasal:stylesps	0.0324452833009106	0.0123979085782068	2.61699649551726	2	1
phone_classother_rare:stylesps	-0.184681828391782	0.150770194899848	-1.22492266136859	2	1
phone_classstop:stylesps	0.0324977497814467	0.0123845496671492	2.62405583205412	2	1
phone_classvocalfry_fused:stylesps	-0.00982171732039665	0.0411818260501925	-0.238496401505507	2	1
phone_classvowel_long:stylesps	0.0885028636421161	0.0125260111152474	7.06552651341539	2	1
