term	Estimate	Std. Error	t value	seed	offset
(Intercept)	2.74787324988063	0.145484233473169	18.8877735015006	42	5
phone_classaffricate	-0.233811761275426	0.271820336203831	-0.86017023060444	42	5
phone_classapproximant	0.392910749670771	0.271801058532437	1.4455821172745	42	5
phone_classdevoiced_fused	0.449059196561358	0.151757688741008	2.95905400435909	42	5
phone_classdevoiced_fused_geminate	0.624774843266371	0.155257670968782	4.02411577713283	42	5
phone_classdevoiced_high	0.696670433014304	0.284609193946854	2.44781422326222	42	5
phone_classdevoiced_nonhigh	0.586804731714203	0.0739646068047984	7.9335881993242	42	5
phone_classflap	0.42848259753116	0.271969287233857	1.57548156223509	42	5
phone_classfricative	-0.0118863907805807	0.18716999154749	-0.0635058573348541	42	5
phone_classgeminate_affricate	-0.233095591599692	0.242033010213402	-0.963073555107919	42	5
phone_classgeminate_no_closure	1.297415769987	0.188519786952765	6.88211986104185	42	5
phone_classgeminate_stop	0.0744566218699943	0.181058494135193	0.411229653850976	42	5
phone_classmoraic_nasal	0.247161978920128	0.355817772708957	0.694630785411316	42	5
phone_classmoraic_nasal_fused	0.517796347200929	0.200651922154863	2.58057008196161	42	5
phone_classnasal	0.350038576838307	0.220966500023268	1.58412509046144	42	5
phone_classother_rare	0.882857518205381	0.18299962739678	4.82436784579439	42	5
phone_classstop	0.118410323384961	0.175204194125623	0.675841831161071	42	5
phone_classvocalfry_fused	0.925776268186611	0.0220580411097518	41.9700128211896	42	5
phone_classvowel_long	-0.070163413784748	0.18248769770768	-0.384482979763053	42	5
boundary_typeonset	0.0541530592963608	0.00588610921717995	9.20014517200985	42	5
stylesps	0.0218575065377658	0.00823434048379374	2.65443317297654	42	5
local_speech_rate	-0.0144339350144334	0.000375166060499752	-38.4734562481645	42	5
phone_classaffricate:boundary_typeonset	0.196156383976426	0.00923275629566372	21.2457014671289	42	5
phone_classapproximant:boundary_typeonset	-0.281230755301767	0.00832365002915434	-33.7869509550175	42	5
phone_classdevoiced_fused:boundary_typeonset	0.191260395933451	0.00832524170966276	22.9735547151097	42	5
phone_classdevoiced_fused_geminate:boundary_typeonset	1.03264654507446	0.0341796101391586	30.2123558715312	42	5
phone_classdevoiced_high:boundary_typeonset	-0.0392581794798808	0.0630082525373269	-0.623064089209962	42	5
phone_classdevoiced_nonhigh:boundary_typeonset	0.0732141342315565	0.0799314912725651	0.915961069485086	42	5
phone_classflap:boundary_typeonset	-0.551490376248482	0.00832382158861722	-66.2544686208366	42	5
phone_classfricative:boundary_typeonset	0.184025195818457	0.00832384006960359	22.1082089852335	42	5
phone_classgeminate_affricate:boundary_typeonset	0.29167058058681	0.0370722907757879	7.86761687727431	42	5
phone_classgeminate_no_closure:boundary_typeonset	-0.716364329297621	0.0698441668506349	-10.2566092717463	42	5
phone_classgeminate_stop:boundary_typeonset	0.368323354595806	0.00873488245300011	42.1669503370707	42	5
phone_classmoraic_nasal:boundary_typeonset	-0.0967969979331743	0.00832352108205046	-11.6293329444333	42	5
phone_classmoraic_nasal_fused:boundary_typeonset	-0.211831700408772	0.0118289935850966	-17.9078379648172	42	5
phone_classnasal:boundary_typeonset	-0.465206638893894	0.00832426696186649	-55.8855982184387	42	5
phone_classother_rare:boundary_typeonset	0.577087445524502	0.0671060522407813	8.59963336025	42	5
phone_classstop:boundary_typeonset	0.146016985728694	0.00832471594621845	17.5401763461999	42	5
phone_classvocalfry_fused:boundary_typeonset	0.954987173032899	0.0269552150622333	35.428660866851	42	5
phone_classvowel_long:boundary_typeonset	0.0755436834199291	0.00832388128369295	9.07553590029261	42	5
phone_classaffricate:stylesps	-0.0172117134790495	0.00930338054051568	-1.85004938840172	42	5
phone_classapproximant:stylesps	0.000797633479758269	0.00833519463103858	0.0956946436245222	42	5
phone_classdevoiced_fused:stylesps	-0.0189159644999693	0.00838412951318712	-2.25616320337335	42	5
phone_classdevoiced_fused_geminate:stylesps	-0.0331923872691724	0.0359023963387854	-0.924517320681312	42	5
phone_classdevoiced_high:stylesps	0.0328665781168172	0.0631290369454055	0.520625368405992	42	5
phone_classdevoiced_nonhigh:stylesps	0.200309398115118	0.0812304928424301	2.46593848080764	42	5
phone_classflap:stylesps	-1.65425314417124e-05	0.00833628882741219	-0.00198439998711605	42	5
phone_classfricative:stylesps	0.0415434485076035	0.00834441640537094	4.97859244906137	42	5
phone_classgeminate_affricate:stylesps	0.0916678255790567	0.0388085028376485	2.36205519090855	42	5
phone_classgeminate_no_closure:stylesps	-0.133097309294273	0.0699697285996653	-1.90221274196725	42	5
phone_classgeminate_stop:stylesps	0.01803661221496	0.00899075730650182	2.00612824927624	42	5
phone_classmoraic_nasal:stylesps	0.0467412382830992	0.00833717845853186	5.60636173443865	42	5
phone_classmoraic_nasal_fused:stylesps	-0.00289824693718354	0.0119510262316415	-0.242510298363344	42	5
phone_classnasal:stylesps	0.0294980115705026	0.00835255936118483	3.53161352047168	42	5
phone_classother_rare:stylesps	-0.163558881723319	0.103099933755384	-1.58641112332217	42	5
phone_classstop:stylesps	0.0188414494428703	0.00834443388687602	2.25796617221736	42	5
phone_classvocalfry_fused:stylesps	0.000950921248668674	0.0277471098768529	0.0342710016606792	42	5
phone_classvowel_long:stylesps	0.0568366743586789	0.00843091673543862	6.74145838966371	42	5
