quantity,value
bias_mixed,6.15387892287098
bias_mixed_ci_lo,5.71540514067855
bias_mixed_ci_hi,6.5923527050634
var_speaker,5.40817351734148
var_talk,1.49653468595563
var_residual,481.005124222659
sd_total,22.0886810929479
loa_lo_mixed,-37.139936019307
loa_hi_mixed,49.4476938650489
bias_naive_mean,5.87764311092418
sd_naive,22.0572022030276
loa_lo_naive,-37.3544732070098
loa_hi_naive,49.1097594288582
median_diff_short,5.67800000000001
median_diff_long,9.428
n,620613.0
minutes,0.114915951093038
